,business_id,stars
315,173714,5.0
316,173714,1.0
317,173714,4.0
318,173714,5.0
319,173714,5.0
320,173714,3.0
321,173714,5.0
322,173714,2.0
323,173714,4.0
324,173714,1.0
325,173714,5.0
326,173714,5.0
327,173714,4.0
328,173714,5.0
329,173714,4.0
330,173714,3.0
331,173714,5.0
332,173714,4.0
333,173714,5.0
334,173714,3.0
335,173714,4.0
336,173714,4.0
337,173714,4.0
338,173714,5.0
339,173714,4.0
340,173714,2.0
341,173714,4.0
342,173714,2.0
343,154110,1.0
344,154110,1.0
345,154110,1.0
346,154110,2.0
347,154110,4.0
348,154110,2.0
349,154110,2.0
350,39549,4.0
351,39549,1.0
352,39549,1.0
353,39549,1.0
354,39549,5.0
355,39549,1.0
356,39549,1.0
357,39549,4.0
358,39549,4.0
359,39549,5.0
360,142926,4.0
361,142926,3.0
362,142926,5.0
363,142926,2.0
364,142926,5.0
365,142926,3.0
366,142926,5.0
367,142926,5.0
368,145974,4.0
369,145974,1.0
370,145974,4.0
371,190989,4.0
372,190989,4.0
373,190989,4.0
374,190989,5.0
375,190989,3.0
376,190989,5.0
377,190989,3.0
378,190989,4.0
379,190989,5.0
380,190989,1.0
381,190989,5.0
382,190989,5.0
383,190989,5.0
384,190989,3.0
385,190989,5.0
386,190989,3.0
387,190989,5.0
388,190989,3.0
389,181934,2.0
390,181934,3.0
391,181934,4.0
392,181934,5.0
393,181934,5.0
394,181934,4.0
395,181934,4.0
396,181934,4.0
397,181934,4.0
398,181934,3.0
399,181934,4.0
400,181934,3.0
401,181934,5.0
402,181934,4.0
403,181934,3.0
404,181934,5.0
405,181934,4.0
406,181934,5.0
407,181934,5.0
408,181934,2.0
409,181934,4.0
410,181934,4.0
411,181934,3.0
412,181934,3.0
413,181934,4.0
414,181934,5.0
415,181934,3.0
416,181934,4.0
417,181934,5.0
418,181934,2.0
419,181934,4.0
420,181934,4.0
421,181934,2.0
422,181934,4.0
423,181934,4.0
424,181934,4.0
425,181934,3.0
426,181934,5.0
427,181934,5.0
428,181934,4.0
429,181934,4.0
430,181934,4.0
431,181934,3.0
432,181934,2.0
433,181934,3.0
434,181934,2.0
435,181934,4.0
436,181934,1.0
437,181934,5.0
438,181934,2.0
439,181934,2.0
440,181934,3.0
441,181934,4.0
442,181934,5.0
443,181934,5.0
444,181934,2.0
445,181934,4.0
446,181934,4.0
447,181934,5.0
448,181934,4.0
449,181934,4.0
450,181934,5.0
451,181934,4.0
452,181934,5.0
453,181934,4.0
454,181934,4.0
455,181934,4.0
456,181934,1.0
457,181934,5.0
458,181934,2.0
459,181934,5.0
460,181934,4.0
461,181934,3.0
462,181934,4.0
463,181934,4.0
464,181934,4.0
465,181934,5.0
466,181934,3.0
467,181934,5.0
468,181934,4.0
469,181934,4.0
470,181934,4.0
471,181934,5.0
472,181934,4.0
473,181934,4.0
474,181934,4.0
475,181934,4.0
476,181934,5.0
477,181934,1.0
478,181934,3.0
479,181934,1.0
480,181934,4.0
481,181934,3.0
482,181934,4.0
483,83443,4.0
484,83443,4.0
485,83443,5.0
486,83443,4.0
487,83443,5.0
488,60099,1.0
489,60099,1.0
490,60099,1.0
491,60099,2.0
492,60099,1.0
493,144570,3.0
494,144570,3.0
495,144570,5.0
496,144570,4.0
497,144570,2.0
498,144570,1.0
499,144570,1.0
500,144570,3.0
501,144570,3.0
502,144570,4.0
503,144570,1.0
504,161984,1.0
505,161984,1.0
506,161984,3.0
507,161984,4.0
508,187385,1.0
509,187385,1.0
510,187385,1.0
511,187385,1.0
512,105525,4.0
513,105525,3.0
514,105525,1.0
515,105525,5.0
516,111473,5.0
517,111473,4.0
518,111473,5.0
519,111473,5.0
520,137883,5.0
521,137883,1.0
522,137883,4.0
523,137883,1.0
524,137883,1.0
525,137883,1.0
526,137883,3.0
527,137883,1.0
528,137883,1.0
529,137883,1.0
530,137883,1.0
531,132981,1.0
532,132981,2.0
533,132981,3.0
534,46772,1.0
535,46772,4.0
536,46772,3.0
537,46772,1.0
538,46772,1.0
539,46772,1.0
540,46772,4.0
541,172925,4.0
542,172925,3.0
543,172925,4.0
544,172925,4.0
545,113211,1.0
546,113211,3.0
547,113211,4.0
548,113211,3.0
549,113211,4.0
550,113211,2.0
551,73583,2.0
552,73583,1.0
553,73583,3.0
554,173361,2.0
555,173361,1.0
556,173361,5.0
557,159442,5.0
558,159442,2.0
559,159442,4.0
560,179565,3.0
561,179565,2.0
562,179565,2.0
563,179565,3.0
564,179565,3.0
565,115913,3.0
566,115913,3.0
567,115913,5.0
568,115913,3.0
569,115913,5.0
570,115913,4.0
571,115913,4.0
572,59138,5.0
573,59138,1.0
574,59138,3.0
575,59138,1.0
576,18462,5.0
577,18462,3.0
578,18462,4.0
579,18462,4.0
580,18462,5.0
581,18462,4.0
582,18462,5.0
583,18462,4.0
584,18462,5.0
585,18462,4.0
586,18462,4.0
587,18462,4.0
588,18462,4.0
589,18462,1.0
590,18462,3.0
591,18462,4.0
592,18462,4.0
593,18462,5.0
594,18462,4.0
595,18462,3.0
596,18462,5.0
597,18462,2.0
598,174616,1.0
599,174616,3.0
600,174616,2.0
601,174616,5.0
602,174616,4.0
603,103111,4.0
604,103111,4.0
605,103111,4.0
606,103111,4.0
607,103111,4.0
608,103111,4.0
609,103111,4.0
610,103111,5.0
611,103111,2.0
612,103111,5.0
613,103111,5.0
614,103111,4.0
615,103111,4.0
616,103111,4.0
617,103111,4.0
618,103111,2.0
619,103111,3.0
620,103111,4.0
621,103111,5.0
622,103111,4.0
623,103111,5.0
624,103111,5.0
625,103111,3.0
626,103111,5.0
627,103111,5.0
628,103111,3.0
629,103111,5.0
630,103111,4.0
631,103111,3.0
632,103111,5.0
633,103111,3.0
634,103111,4.0
635,103111,3.0
636,103111,2.0
637,103111,4.0
638,103111,4.0
639,103111,3.0
640,103111,2.0
641,125653,1.0
642,125653,4.0
643,125653,2.0
644,19029,2.0
645,19029,1.0
646,19029,3.0
647,114103,1.0
648,114103,5.0
649,114103,3.0
650,114103,1.0
651,114103,1.0
652,114103,2.0
653,114103,1.0
654,114103,2.0
655,162457,1.0
656,162457,2.0
657,162457,1.0
658,162457,3.0
659,111775,1.0
660,111775,3.0
661,111775,4.0
662,111775,3.0
663,111775,2.0
664,87016,3.0
665,87016,5.0
666,87016,2.0
667,87016,2.0
668,87016,4.0
669,87016,3.0
670,87016,4.0
671,87016,3.0
672,87016,4.0
673,87016,5.0
674,87016,2.0
675,87016,1.0
676,87016,5.0
677,87016,5.0
678,87016,5.0
679,87016,4.0
680,87016,1.0
681,87016,5.0
682,87016,1.0
683,87016,5.0
684,87016,4.0
685,87016,2.0
686,87016,1.0
687,97282,2.0
688,97282,1.0
689,97282,2.0
690,97282,1.0
691,97282,2.0
692,97282,1.0
693,97282,3.0
694,97282,1.0
695,97282,1.0
696,97282,1.0
697,97282,1.0
698,97282,5.0
699,97282,1.0
700,97282,2.0
701,97282,1.0
702,97282,2.0
703,97282,1.0
704,97282,1.0
705,97282,3.0
706,97282,1.0
707,97282,3.0
708,97282,1.0
709,97282,2.0
710,97282,1.0
711,97282,1.0
712,84766,5.0
713,84766,3.0
714,84766,4.0
715,84766,3.0
716,85832,1.0
717,85832,1.0
718,85832,1.0
719,85832,4.0
720,85832,1.0
721,85832,1.0
722,85832,1.0
723,192204,5.0
724,192204,2.0
725,192204,1.0
726,192204,2.0
727,192204,1.0
728,192204,1.0
729,192204,4.0
730,192204,1.0
731,192204,2.0
732,192204,2.0
733,192204,2.0
734,192204,1.0
735,192204,1.0
736,192204,1.0
737,192204,1.0
738,192204,1.0
739,192204,1.0
740,192204,1.0
741,192204,4.0
742,192204,4.0
743,192204,1.0
744,192204,5.0
745,192204,4.0
746,192204,1.0
747,192204,4.0
748,192204,3.0
749,192204,1.0
750,192204,2.0
751,192204,1.0
752,192204,4.0
753,192204,2.0
754,192204,2.0
755,192204,1.0
756,192204,1.0
757,192204,2.0
758,192204,1.0
759,192204,2.0
760,192204,1.0
761,192204,2.0
762,192204,2.0
763,192204,1.0
764,192204,1.0
765,192204,1.0
766,192204,1.0
767,192204,1.0
768,176899,1.0
769,176899,3.0
770,176899,3.0
771,176899,1.0
772,176899,1.0
773,176899,1.0
774,24213,1.0
775,24213,1.0
776,24213,1.0
777,24213,3.0
778,24213,4.0
779,24213,1.0
780,24213,1.0
781,24213,1.0
782,24213,1.0
783,14018,4.0
784,14018,1.0
785,14018,2.0
786,14018,4.0
787,14018,1.0
788,14018,5.0
789,14018,1.0
790,14018,1.0
791,14018,3.0
792,14018,1.0
793,14018,1.0
794,14018,3.0
795,14018,1.0
796,14018,3.0
797,18105,2.0
798,18105,1.0
799,18105,3.0
800,18105,4.0
801,21561,1.0
802,21561,1.0
803,21561,1.0
804,21561,1.0
805,21561,2.0
806,21561,1.0
807,21561,1.0
808,21561,1.0
809,21561,1.0
810,21561,1.0
811,21561,1.0
812,21561,1.0
813,21561,1.0
814,21561,1.0
815,21561,1.0
816,21561,3.0
817,21561,1.0
818,21561,1.0
819,21561,1.0
820,21561,1.0
821,21561,1.0
822,21561,1.0
823,21561,1.0
824,21561,4.0
825,21561,1.0
826,21561,1.0
827,21561,1.0
828,21561,1.0
829,21561,1.0
830,159483,2.0
831,159483,1.0
832,159483,1.0
833,159483,1.0
834,159483,4.0
835,159483,3.0
836,159483,1.0
837,159483,2.0
838,159483,1.0
839,159483,1.0
840,159483,1.0
841,87307,1.0
842,87307,3.0
843,87307,2.0
844,87307,4.0
845,87307,3.0
846,87307,5.0
847,87307,2.0
848,87307,3.0
849,87307,4.0
850,87307,1.0
851,87307,1.0
852,87307,4.0
853,87307,4.0
854,87307,2.0
855,87307,5.0
856,87307,4.0
857,87307,4.0
858,87307,4.0
859,87307,3.0
860,87307,5.0
861,87307,4.0
862,87307,5.0
863,87307,2.0
864,87307,5.0
865,87307,4.0
866,87307,5.0
867,87307,5.0
868,87307,4.0
869,87307,4.0
870,87307,1.0
871,87307,1.0
872,87307,1.0
873,87307,5.0
874,87307,4.0
875,87307,5.0
876,87307,5.0
877,87307,4.0
878,87307,1.0
879,87307,5.0
880,87307,2.0
881,87307,2.0
882,87307,5.0
883,87307,1.0
884,87307,5.0
885,87307,5.0
886,87307,5.0
887,87307,5.0
888,87307,1.0
889,87307,3.0
890,87307,3.0
891,87307,2.0
892,87307,1.0
893,87307,5.0
894,87307,5.0
895,87307,4.0
896,87307,5.0
897,87307,3.0
898,87307,2.0
899,87307,3.0
900,87307,4.0
901,87307,2.0
902,87307,1.0
903,87307,5.0
904,87307,4.0
905,87307,4.0
906,87307,4.0
907,87307,5.0
908,87307,4.0
909,87307,4.0
910,87307,4.0
911,87307,1.0
912,87307,4.0
913,87307,5.0
914,87307,2.0
915,87307,4.0
916,87307,4.0
917,87307,5.0
918,87307,2.0
919,87307,4.0
920,87307,5.0
921,87307,1.0
922,87307,1.0
923,87307,5.0
924,87307,1.0
925,87307,2.0
926,87307,5.0
927,87307,5.0
928,161856,3.0
929,161856,5.0
930,161856,1.0
931,161856,5.0
932,161856,4.0
933,161856,2.0
934,161856,4.0
935,161856,5.0
936,161856,1.0
937,161856,4.0
938,161856,1.0
939,161856,1.0
940,161856,4.0
941,161856,4.0
942,161856,1.0
943,161856,1.0
944,161856,3.0
945,161856,3.0
946,161856,4.0
947,161856,4.0
948,161856,4.0
949,161856,3.0
950,161856,1.0
951,161856,5.0
952,161856,1.0
953,161856,4.0
954,161856,2.0
955,161856,3.0
956,161856,2.0
957,161856,1.0
958,161856,3.0
959,161856,1.0
960,161856,1.0
961,127895,1.0
962,127895,2.0
963,127895,1.0
964,127895,1.0
965,127895,3.0
966,127895,2.0
967,127895,5.0
968,127895,4.0
969,127895,1.0
970,127895,4.0
971,127895,2.0
972,127895,3.0
973,127895,2.0
974,127895,3.0
975,127895,5.0
976,127895,2.0
977,127895,2.0
978,127895,1.0
979,127895,5.0
980,127895,1.0
981,127895,1.0
982,127895,5.0
983,127895,5.0
984,127895,4.0
985,127895,5.0
986,127895,1.0
987,127895,1.0
988,127895,1.0
989,167313,1.0
990,167313,2.0
991,167313,4.0
992,167313,1.0
993,167313,3.0
994,167313,2.0
995,167313,3.0
996,167313,1.0
997,167313,2.0
998,167313,2.0
999,167313,3.0
1000,167313,1.0
1001,167313,2.0
1002,167313,4.0
1003,167313,1.0
1004,167313,4.0
1005,167313,1.0
1006,167313,2.0
1007,167313,2.0
1008,167313,1.0
1009,167313,1.0
1010,167313,3.0
1011,167313,1.0
1012,167313,1.0
1013,167313,3.0
1014,167313,1.0
1015,167313,1.0
1016,178553,1.0
1017,178553,4.0
1018,178553,1.0
1019,178553,3.0
1020,178553,1.0
1021,178553,3.0
1022,15894,1.0
1023,15894,4.0
1024,15894,3.0
1025,25526,2.0
1026,25526,2.0
1027,25526,3.0
1028,25526,3.0
1029,25526,3.0
1030,25526,1.0
1031,25526,4.0
1032,82734,2.0
1033,82734,5.0
1034,82734,1.0
1035,82734,1.0
1036,82734,5.0
1037,82734,4.0
1038,82734,5.0
1039,82734,1.0
1040,82734,1.0
1041,82734,5.0
1042,82734,1.0
1043,82734,5.0
1044,82734,5.0
1045,82734,1.0
1046,82734,5.0
1047,82734,5.0
1048,82734,3.0
1049,82734,2.0
1050,82734,1.0
1051,82734,1.0
1052,82734,2.0
1053,164013,3.0
1054,164013,1.0
1055,164013,1.0
1056,164013,4.0
1057,164013,1.0
1058,164013,1.0
1059,164013,1.0
1060,164013,1.0
1061,164013,1.0
1062,164013,4.0
1063,164013,1.0
1064,164013,1.0
1065,164013,3.0
1066,164013,1.0
1067,164013,1.0
1068,164013,4.0
1069,164013,1.0
1070,164013,1.0
1071,164013,1.0
1072,164013,1.0
1073,164013,1.0
1074,164013,5.0
1075,164013,1.0
1076,164013,1.0
1077,164013,5.0
1078,164013,1.0
1079,164013,1.0
1080,164013,1.0
1081,164013,2.0
1082,164013,1.0
1083,164013,1.0
1084,164013,3.0
1085,164013,1.0
1086,164013,1.0
1087,164013,1.0
1088,143512,4.0
1089,143512,3.0
1090,143512,1.0
1091,143512,3.0
1092,143512,4.0
1093,143512,4.0
1094,143512,1.0
1095,143512,1.0
1096,143512,1.0
1097,143512,4.0
1098,143512,5.0
1099,143512,2.0
1100,143512,4.0
1101,143512,2.0
1102,143512,1.0
1103,143512,3.0
1104,143512,5.0
1105,143512,1.0
1106,143512,4.0
1107,143512,4.0
1108,143512,1.0
1109,143512,1.0
1110,143512,4.0
1111,143512,4.0
1112,143512,4.0
1113,186962,1.0
1114,186962,3.0
1115,186962,1.0
1116,186962,2.0
1117,186962,1.0
1118,186962,1.0
1119,186962,1.0
1120,186962,2.0
1121,186962,2.0
1122,186962,1.0
1123,186962,3.0
1124,186962,3.0
1125,186962,4.0
1126,175909,1.0
1127,175909,4.0
1128,175909,1.0
1129,175909,1.0
1130,175909,5.0
1131,175909,5.0
1132,175909,1.0
1133,175909,2.0
1134,175909,5.0
1135,175909,1.0
1136,175909,1.0
1137,175909,5.0
1138,175909,2.0
1139,175909,1.0
1140,175909,1.0
1141,51219,5.0
1142,51219,5.0
1143,51219,5.0
1144,51219,1.0
1145,181535,2.0
1146,181535,1.0
1147,181535,4.0
1148,181535,5.0
1149,181535,1.0
1150,181535,1.0
1151,181535,1.0
1152,181535,1.0
1153,181535,4.0
1154,181535,1.0
1155,181535,1.0
1156,181535,1.0
1157,181535,1.0
1158,181535,1.0
1159,181535,2.0
1160,181535,1.0
1161,181535,1.0
1162,181535,1.0
1163,181535,2.0
1164,181535,1.0
1165,181535,1.0
1166,181535,1.0
1167,181535,1.0
1168,181535,1.0
1169,181535,2.0
1170,181535,1.0
1171,181535,1.0
1172,181535,1.0
1173,181535,1.0
1174,181535,3.0
1175,181535,1.0
1176,181535,1.0
1177,181535,1.0
1178,181535,1.0
1179,181535,1.0
1180,158352,5.0
1181,158352,3.0
1182,158352,1.0
1183,158352,5.0
1184,158352,5.0
1185,158352,5.0
1186,158352,3.0
1187,158352,1.0
1188,158352,2.0
1189,158352,3.0
1190,158352,1.0
1191,158352,1.0
1192,158352,5.0
1193,158352,4.0
1194,158352,5.0
1195,158352,2.0
1196,158352,2.0
1197,158352,4.0
1198,158352,2.0
1199,158352,4.0
1200,158352,2.0
1201,158352,4.0
1202,158352,2.0
1203,158352,4.0
1204,158352,5.0
1205,158352,3.0
1206,158352,4.0
1207,158352,5.0
1208,158352,4.0
1209,158352,2.0
1210,158352,5.0
1211,158352,4.0
1212,158352,4.0
1213,158352,5.0
1214,158352,1.0
1215,158352,1.0
1216,158352,3.0
1217,158352,5.0
1218,158352,1.0
1219,158352,1.0
1220,158352,2.0
1221,158352,5.0
1222,158352,3.0
1223,158352,5.0
1224,158352,4.0
1225,158352,3.0
1226,158352,3.0
1227,158352,5.0
1228,158352,1.0
1229,158352,4.0
1230,158352,5.0
1231,158352,3.0
1232,158352,1.0
1233,158352,4.0
1234,158352,5.0
1235,158352,3.0
1236,158352,5.0
1237,158352,3.0
1238,158352,3.0
1239,158352,3.0
1240,158352,2.0
1241,158352,5.0
1242,158352,5.0
1243,158352,2.0
1244,158352,2.0
1245,158352,2.0
1246,158352,4.0
1247,70641,5.0
1248,70641,3.0
1249,70641,4.0
1250,70641,3.0
1251,70641,5.0
1252,70641,1.0
1253,70641,4.0
1254,70641,3.0
1255,70641,5.0
1256,70641,1.0
1257,70641,4.0
1258,70641,4.0
1259,70641,5.0
1260,70641,5.0
1261,70641,4.0
1262,70641,1.0
1263,70641,5.0
1264,70641,3.0
1265,70641,2.0
1266,70641,4.0
1267,70641,5.0
1268,70641,5.0
1269,70641,1.0
1270,70641,4.0
1271,70641,5.0
1272,70641,1.0
1273,70641,1.0
1274,70641,3.0
1275,70641,3.0
1276,70641,4.0
1277,70641,3.0
1278,70641,2.0
1279,70641,4.0
1280,70641,5.0
1281,70641,3.0
1282,70641,1.0
1283,70641,1.0
1284,70641,5.0
1285,70641,2.0
1286,70641,2.0
1287,70641,4.0
1288,70641,3.0
1289,70641,5.0
1290,70641,1.0
1291,70641,4.0
1292,70641,1.0
1293,70641,2.0
1294,70641,5.0
1295,70641,5.0
1296,70641,1.0
1297,70641,2.0
1298,70641,5.0
1299,70641,5.0
1300,70641,3.0
1301,70641,4.0
1302,70641,4.0
1303,70641,1.0
1304,70641,1.0
1305,70641,1.0
1306,70641,2.0
1307,70641,3.0
1308,19267,1.0
1309,19267,1.0
1310,19267,1.0
1311,19267,1.0
1312,19267,1.0
1313,19267,3.0
1314,19267,1.0
1315,19267,1.0
1316,19267,1.0
1317,19267,1.0
1318,19267,1.0
1319,19267,1.0
1320,19267,3.0
1321,19267,1.0
1322,145371,1.0
1323,145371,1.0
1324,145371,2.0
1325,145371,1.0
1326,145371,1.0
1327,145371,1.0
1328,145371,4.0
1329,145371,3.0
1330,145371,3.0
1331,145371,5.0
1332,145371,1.0
1333,145371,1.0
1334,145371,3.0
1335,145371,2.0
1336,145371,4.0
1337,84785,1.0
1338,84785,1.0
1339,84785,1.0
1340,84785,1.0
1341,84785,2.0
1342,84785,5.0
1343,84785,5.0
1344,84785,1.0
1345,84785,1.0
1346,84785,1.0
1347,84785,1.0
1348,84785,1.0
1349,84785,2.0
1350,84785,1.0
1351,84785,5.0
1352,84785,1.0
1353,84785,5.0
1354,84785,2.0
1355,84785,2.0
1356,47510,1.0
1357,47510,1.0
1358,47510,4.0
1359,47510,1.0
1360,47510,1.0
1361,47510,1.0
1362,47510,1.0
1363,47510,2.0
1364,47510,1.0
1365,47510,3.0
1366,47510,3.0
1367,47510,1.0
1368,47510,1.0
1369,47510,4.0
1370,47510,1.0
1371,47510,1.0
1372,47510,1.0
1373,47510,1.0
1374,47510,1.0
1375,47510,3.0
1376,47510,2.0
1377,47510,1.0
1378,47510,4.0
1379,47510,1.0
1380,47510,1.0
1381,47510,1.0
1382,47510,4.0
1383,47510,2.0
1384,47510,5.0
1385,47510,1.0
1386,47510,1.0
1387,47510,2.0
1388,47510,3.0
1389,47510,1.0
1390,47510,5.0
1391,47510,2.0
1392,47510,1.0
1393,47510,1.0
1394,47510,5.0
1395,47510,1.0
1396,47510,1.0
1397,47510,1.0
1398,47510,1.0
1399,47510,2.0
1400,47510,1.0
1401,47510,1.0
1402,47510,1.0
1403,47510,1.0
1404,47510,3.0
1405,47510,1.0
1406,47510,2.0
1407,47510,5.0
1408,47510,1.0
1409,146781,2.0
1410,146781,4.0
1411,146781,1.0
1412,146781,1.0
1413,146781,5.0
1414,146781,1.0
1415,146781,5.0
1416,146781,5.0
1417,146781,1.0
1418,146781,1.0
1419,146781,3.0
1420,146781,1.0
1421,146781,1.0
1422,146781,1.0
1423,146781,3.0
1424,146781,1.0
1425,146781,1.0
1426,146781,4.0
1427,146781,1.0
1428,146781,1.0
1429,146781,5.0
1430,146781,3.0
1431,146781,2.0
1432,146781,1.0
1433,146781,3.0
1434,146781,2.0
1435,146781,2.0
1436,146781,1.0
1437,146781,1.0
1438,146781,2.0
1439,146781,1.0
1440,146781,1.0
1441,146781,2.0
1442,146781,1.0
1443,146781,4.0
1444,146781,1.0
1445,146781,2.0
1446,146781,3.0
1447,146781,1.0
1448,146781,3.0
1449,78308,5.0
1450,78308,5.0
1451,78308,1.0
1452,78308,3.0
1453,78308,5.0
1454,78308,1.0
1455,78308,1.0
1456,78308,4.0
1457,42040,1.0
1458,42040,1.0
1459,42040,1.0
1460,42040,2.0
1461,42040,1.0
1462,42040,2.0
1463,42040,4.0
1464,6144,1.0
1465,6144,2.0
1466,6144,5.0
1467,6144,1.0
1468,6144,1.0
1469,6144,3.0
1470,6144,3.0
1471,6144,4.0
1472,6144,5.0
1473,6144,3.0
1474,6144,4.0
1475,6144,5.0
1476,6144,5.0
1477,6144,5.0
1478,6144,5.0
1479,6144,5.0
1480,6144,3.0
1481,6144,5.0
1482,6144,1.0
1483,6144,1.0
1484,6144,1.0
1485,6144,1.0
1486,6144,4.0
1487,6144,5.0
1488,143503,2.0
1489,143503,1.0
1490,143503,1.0
1491,143503,4.0
1492,143503,5.0
1493,143503,5.0
1494,143503,2.0
1495,143503,1.0
1496,143503,5.0
1497,143503,3.0
