"","business_id","name","city","state","postal_code","latitude","longitude","is_open","categories","attributes.GoodForKids","attributes.NoiseLevel","attributes.RestaurantsDelivery","attributes.GoodForMeal","attributes.Alcohol","attributes.Caters","attributes.WiFi","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.Ambience","attributes.BusinessParking","attributes.RestaurantsTableService","attributes.RestaurantsGoodForGroups","attributes.OutdoorSeating","attributes.HasTV","attributes.BikeParking","attributes.RestaurantsReservations","attributes.RestaurantsPriceRange2","attributes.RestaurantsAttire","attributes.BusinessAcceptsBitcoin","attributes.ByAppointmentOnly","attributes.AcceptsInsurance","attributes.Music","attributes.GoodForDancing","attributes.CoatCheck","attributes.HappyHour","attributes.BestNights","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.BYOBCorkage","attributes.DriveThru","attributes.Smoking","attributes.AgesAllowed","attributes.HairSpecializesIn","attributes.Corkage","attributes.BYOB","attributes.DietaryRestrictions","attributes.Open24Hours","attributes.RestaurantsCounterService","hours.Monday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday","hours.Tuesday","order","circle"
"11",152737,"Walgreens","Tempe","AZ","85282",33.3923705,-111.9098639,1,"Food, Shopping, Beauty & Spas, Cosmetics & Beauty Supply, Photography Stores & Services, Convenience Stores, Drugstores",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE","","2",NA,NA,"FALSE","",NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",3988,1
"12",19020,"QuikTrip","Phoenix","AZ","85021",33.5793818,-112.0989797,0,"Automotive, Food, Convenience Stores, Grocery, Gas Stations",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE","","1",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",4637,0
"13",2793,"Walgreens","Phoenix","AZ","85006",33.4651846,-112.0643109,1,"Cosmetics & Beauty Supply, Convenience Stores, Shopping, Food, Photography Stores & Services, Drugstores, Beauty & Spas",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE","","2",NA,NA,"FALSE","",NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"9:0-22:0","7:0-23:0","7:0-23:0","7:0-23:0","7:0-23:0","8:0-22:0","7:0-23:0",4664,0
"14",179563,"7-Eleven","Phoenix","AZ","85037",33.49435404,-112.2734512,1,"Gas Stations, Automotive, Coffee & Tea, Gas Stations, Service Stations, Grocery, Food, Convenience Stores",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"FALSE","","1",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",4836,0
"15",2205,"7-Eleven","Tempe","AZ","85281",33.4181769,-111.9095034,1,"Convenience Stores, Food, Grocery, Coffee & Tea",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE","","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",4987,0
"16",52859,"Walgreens","Gilbert","AZ","85233",33.3649506,-111.7915559,1,"Convenience Stores, Beauty & Spas, Shopping, Cosmetics & Beauty Supply, Food, Photography Stores & Services, Drugstores",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE","","2",NA,NA,"FALSE","",NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0",5377,1
"17",151539,"7-Eleven","Phoenix","AZ","85008",33.4653191,-112.0299054,1,"Coffee & Tea, Convenience Stores, Food",NA,NA,NA,NA,NA,NA,NA,"TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE","","1",NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",5599,0
"18",144289,"Walmart Supercenter","Phoenix","AZ","85015",33.522307,-112.092979,1,"Discount Store, Fashion, Department Stores, Shopping, Food, Grocery, Drugstores, Mobile Phones, Electronics",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0",5776,0
"19",160771,"Walgreens","Laveen","AZ","85339",33.3768372,-112.1690093,1,"Convenience Stores, Beauty & Spas, Photography Stores & Services, Food, Cosmetics & Beauty Supply, Drugstores, Shopping",NA,NA,NA,NA,NA,NA,NA,"TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"2",NA,NA,"FALSE","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0",6869,0
"20",68574,"7-Eleven","Phoenix","AZ","85018",33.48081809,-111.9959337,1,"Convenience Stores, Food, Grocery, Coffee & Tea",NA,NA,NA,NA,NA,"FALSE",NA,"TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",7096,0
"21",11447,"Walgreens","Phoenix","AZ","85050",33.65445911,-112.030313,1,"Cosmetics & Beauty Supply, Drugstores, Shopping, Laboratory Testing, Photography Stores & Services, Health & Medical, Beauty & Spas, Diagnostic Services, Food, Convenience Stores",NA,NA,NA,NA,NA,NA,NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"2",NA,NA,"FALSE","1",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",7256,0
"22",9500,"Walmart Neighborhood Market","Chandler","AZ","85225",33.3078853,-111.808508,1,"Shopping, Department Stores, Drugstores, Food, Discount Store, Fashion, Electronics, Grocery",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0",9837,0
"23",83071,"Walmart","Chandler","AZ","85286",33.28151992,-111.7935749,0,"Shopping, Department Stores, Mobile Phones, Food, Grocery, Fashion",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9841,0
"24",3185,"Walmart","Tempe","AZ","85281",33.4142546,-111.9294138,1,"Shopping, Food, Discount Store, Grocery, Electronics, Fashion, Department Stores, Drugstores",NA,NA,NA,NA,NA,"FALSE",NA,"TRUE","TRUE",NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0",10806,0
"25",63653,"Walgreens","Glendale","AZ","85305",33.5370239,-112.2384901,1,"Cosmetics & Beauty Supply, Food, Shopping, Convenience Stores, Beauty & Spas, Photography Stores & Services, Drugstores",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"2",NA,NA,"FALSE","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"8:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","8:0-22:0","7:0-22:0",10945,0
"26",142496,"Walgreens","Phoenix","AZ","85014",33.5098022,-112.0643109,1,"Shopping, Photography Stores & Services, Beauty & Spas, Convenience Stores, Food, Drugstores, Cosmetics & Beauty Supply",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"FALSE",NA,"2",NA,NA,"FALSE","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0",11233,0
"27",129790,"Walgreens","Surprise","AZ","85374",33.6393258,-112.3932908,1,"Food, Photography Stores & Services, Convenience Stores, Shopping, Beauty & Spas, Cosmetics & Beauty Supply, Drugstores",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"2",NA,NA,"FALSE","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0",12188,0
"28",103542,"7-Eleven","Mesa","AZ","85202",33.3999752,-111.8739827,1,"Coffee & Tea, Convenience Stores, Grocery, Food",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"2",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",12281,0
"29",13742,"QuikTrip","Phoenix","AZ","85021",33.5682243,-112.1001401,1,"Food, Automotive, Convenience Stores, Gas Stations",NA,NA,NA,NA,NA,"FALSE",NA,"TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",12492,0
"30",113439,"QuikTrip","Phoenix","AZ","85042",33.377781,-111.979213,1,"Automotive, Convenience Stores, Gas Stations, Food","FALSE","u'average'","FALSE",NA,"u'beer_and_wine'","FALSE","u'no'","TRUE","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,"TRUE","FALSE","FALSE","TRUE","FALSE","1","u'casual'",NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",12914,1
"31",184848,"Walmart Supercenter","Tempe","AZ","85282",33.3937987,-111.9278428,1,"Electronics, Shopping, Fashion, Mobile Phones, Food, Drugstores, Shopping Centers, Discount Store, Grocery, Department Stores",NA,NA,NA,NA,"'none'","FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",12965,0
"32",171490,"Walmart Supercenter","Mesa","AZ","85206",33.3841637,-111.7397927,1,"Shopping, Department Stores, Electronics, Fashion, Drugstores, Mobile Phones, Discount Store, Food, Grocery",NA,NA,NA,NA,NA,"FALSE",NA,"TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",13030,1
"33",49722,"Walmart","Phoenix","AZ","85051",33.573494,-112.121198,1,"Electronics, Department Stores, Fashion, Shopping, Food, Grocery",NA,NA,NA,NA,NA,NA,NA,"TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0",14466,0
"34",183181,"Walgreens","Scottsdale","AZ","85260",33.6218062,-111.874465,1,"Photography Stores & Services, Drugstores, Shopping, Cosmetics & Beauty Supply, Convenience Stores, Food, Beauty & Spas",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,"FALSE","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"7:0-22:0","7:0-22:0","7:0-22:0","7:0-22:0","8:0-22:0","9:0-21:0","7:0-22:0",14543,0
"35",76400,"Walgreens","Phoenix","AZ","85051",33.568054,-112.1336136,1,"Convenience Stores, Food, Cosmetics & Beauty Supply, Shopping, Drugstores, Beauty & Spas, Photography Stores & Services",NA,NA,NA,NA,NA,NA,NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,"FALSE","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",15222,0
"36",168345,"Walgreens","Mesa","AZ","85201",33.4228616,-111.8476391,1,"Shopping, Convenience Stores, Food, Photography Stores & Services, Cosmetics & Beauty Supply, Drugstores, Beauty & Spas",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"2",NA,NA,"FALSE","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"9:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0",15513,0
"37",101310,"Walgreens","Scottsdale","AZ","85255",33.699247,-111.8891835,1,"Convenience Stores, Photography Stores & Services, Cosmetics & Beauty Supply, Beauty & Spas, Drugstores, Shopping, Food",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"FALSE",NA,"1",NA,NA,"FALSE","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0","8:0-22:0",15679,0
"38",15738,"Walmart Supercenter","Phoenix","AZ","85017",33.526816,-112.1325126,1,"Discount Store, Department Stores, Fashion, Mobile Phones, Drugstores, Electronics, Shopping, Grocery, Food",NA,NA,NA,NA,NA,"FALSE",NA,"FALSE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0","6:0-0:0",16908,1
"39",148147,"Walgreens","Gilbert","AZ","85297",33.2670311,-111.6868467,1,"Photography Stores & Services, Beauty & Spas, Convenience Stores, Cosmetics & Beauty Supply, Drugstores, Food, Shopping",NA,NA,NA,NA,NA,NA,NA,"TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"2",NA,NA,"FALSE","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",17389,0
"40",84538,"WalMart","Phoenix","AZ","85023",33.6371745,-112.0981733,0,"Shopping Centers, Shopping, Grocery, Food, Mobile Phones, Department Stores, Fashion",NA,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17887,0
"41",81474,"QuikTrip","Tempe","AZ","85284",33.349572,-111.957761,1,"Food, Automotive, Gas Stations, Convenience Stores",NA,NA,NA,NA,NA,"FALSE",NA,"TRUE","TRUE",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,"TRUE",NA,"1",NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",18161,1
"42",92830,"QuikTrip","Mesa","AZ","85202",33.408077,-111.875096,1,"Convenience Stores, Food, Automotive, Gas Stations, Sandwiches, Grocery, Restaurants","TRUE",NA,"FALSE",NA,"'beer_and_wine'","FALSE",NA,"FALSE","TRUE","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,"TRUE","TRUE","FALSE","TRUE","FALSE","1","'casual'",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",18974,0
