"","business_id","name","city","state","postal_code","latitude","longitude","is_open","categories","attributes.GoodForKids","attributes.NoiseLevel","attributes.RestaurantsDelivery","attributes.GoodForMeal","attributes.Alcohol","attributes.Caters","attributes.WiFi","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.Ambience","attributes.BusinessParking","attributes.RestaurantsTableService","attributes.RestaurantsGoodForGroups","attributes.OutdoorSeating","attributes.HasTV","attributes.BikeParking","attributes.RestaurantsReservations","attributes.RestaurantsPriceRange2","attributes.RestaurantsAttire","attributes.BusinessAcceptsBitcoin","attributes.ByAppointmentOnly","attributes.AcceptsInsurance","attributes.Music","attributes.GoodForDancing","attributes.CoatCheck","attributes.HappyHour","attributes.BestNights","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.BYOBCorkage","attributes.DriveThru","attributes.Smoking","attributes.AgesAllowed","attributes.HairSpecializesIn","attributes.Corkage","attributes.BYOB","attributes.DietaryRestrictions","attributes.Open24Hours","attributes.RestaurantsCounterService","hours.Monday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday","hours.Tuesday","order","circle"
"11",18531,"Phó Lyn","Calgary","AB","T3G 3N7",51.1270899,-114.1957809,0,"Vietnamese, Coffee & Tea, Restaurants, Food","1","u'average'","","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,"u'free'","1",NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","0","FALSE","1","FALSE","0","3","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-19:0","11:0-20:0",429,1
"12",130923,"My Cheesecake Addiction","Edgemont","AB","T3A 2M4",51.1176786,-114.1491501,1,"Home Services, Patisserie/Cake Shop, Food, Desserts, Real Estate","",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"10:0-17:0","10:0-17:0","10:0-17:0",NA,461,0
"13",72597,"Sammy's World's Greatest Pizza - Braeside Location","Calgary","AB","T2W 3E4",50.95298995,-114.1166956,1,"Pizza, Restaurants","1",NA,"1",NA,NA,"TRUE",NA,"1",NA,NA,NA,"","1","FALSE",NA,NA,"0","2","'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","16:0-22:0","11:0-22:0",549,0
"14",167529,"Bliss & Co.","Calgary","AB","T2K 3K2",51.0824831,-114.0922536,1,"Food, Bakeries","",NA,"",NA,NA,NA,NA,"0",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","",NA,NA,NA,"","4",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",693,0
"15",44157,"Pop's Dairy Bar","Calgary","AB","T2G 4L1",51.0409874,-114.0431246,0,"Food, Hot Dogs, Desserts, Ice Cream & Frozen Yogurt, Restaurants","1",NA,"None",NA,NA,"FALSE","u'free'","None",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","None","TRUE",NA,"TRUE","0","2","'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:30-20:30","11:30-20:30","11:30-20:30","11:30-20:30","11:30-20:30","11:30-20:30","11:30-20:30",843,0
"16",181670,"Original Joe's","Calgary","AB","T2P 1B4",51.0453002,-114.0636875,1,"Canadian (New), Bars, Nightlife, American (New), Restaurants, American (Traditional)","0","u'average'","FALSE","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","u'full_bar'","FALSE",NA,"TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","TRUE","TRUE","TRUE","TRUE","1","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",865,1
"17",108923,"Starbucks","Calgary","AB","T1Y 7J6",51.07532839,-113.9911683,1,"Food, Coffee & Tea","",NA,NA,NA,NA,"FALSE","'free'","TRUE",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","",NA,"TRUE",NA,"TRUE","","1",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,882,1
"18",173463,"Dairy Queen Brazier","Calgary","AB","T3E 6K6",51.01382725,-114.1327861,1,"Restaurants, Ice Cream & Frozen Yogurt, Food, Fast Food","1","'average'","FALSE",NA,"'none'","FALSE","'no'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","",NA,"FALSE","FALSE","FALSE","0","2","'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0",884,0
"19",177646,"River Café","Calgary","AB","T2P 0R1",51.05477011,-114.0714097,1,"Restaurants, Wine Bars, Cafes, Food, American (New), Local Flavor, Nightlife, Canadian (New), Bars","1","u'average'","FALSE","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}","u'full_bar'","TRUE","u'free'","TRUE",NA,"{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","TRUE","TRUE","FALSE","TRUE","1","3","'casual'",NA,NA,"","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","FALSE","","1",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","10:0-22:0","10:0-22:0","11:0-22:0",896,0
"20",83793,"Pho Pasteur Saigon Restaurant","Calgary","AB","T2G 2G3",51.0507472,-114.0605843,1,"Vietnamese, Restaurants","1","u'average'","FALSE","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","u'none'","FALSE","u'no'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","TRUE","FALSE","FALSE","TRUE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"10:30-19:0","10:30-19:0","10:30-19:0","10:30-19:30","10:30-19:30",NA,"10:30-19:0",907,1
"21",10201,"TYN Lounge- The Yellow Nectarine","Calgary","AB","T2P 3P2",51.0459174,-114.0797069,0,"Food, Bars, American (Traditional), Restaurants, Nightlife, Lounges","0","u'average'",NA,NA,"u'full_bar'",NA,NA,NA,NA,"{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","TRUE","TRUE","TRUE",NA,"1","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-14:0","11:0-23:0","11:0-19:0","11:0-19:0","22:0-2:0",NA,"11:0-14:0",1007,1
"22",177209,"Avenue Diner","Calgary","AB","T2P 1B4",51.0454011,-114.0635263,0,"Restaurants, Diners","1",NA,"FALSE",NA,"u'beer_and_wine'",NA,NA,NA,NA,NA,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","TRUE","TRUE",NA,NA,"0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"7:0-15:0","7:0-15:0","7:0-15:0","7:0-15:0","8:0-15:0","8:0-15:0","7:0-15:0",1036,1
"23",151767,"Tandori Indian Cuisine","Calgary","AB","",51.0453246,-114.0581012,1,"Indian, Restaurants, Food","",NA,NA,NA,"u'none'",NA,NA,"TRUE",NA,NA,NA,"","TRUE",NA,"FALSE",NA,"","",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,1
"24",155296,"Fusion Sushi","Calgary","AB","T2T 0B6",51.0376075,-114.089432,1,"Sushi Bars, Japanese, Restaurants, Asian Fusion","1","u'average'","FALSE","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","u'beer_and_wine'","TRUE","u'free'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","1","TRUE","TRUE","TRUE","TRUE","1","2","'casual'",NA,NA,"",NA,NA,"","",NA,"1","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0","11:0-22:0",1051,0
"25",149477,"Healthy Chef Delivery","Calgary","AB","T3H 1A5",51.0579234,-114.183073,1,"Food Delivery Services, Food","",NA,NA,NA,NA,"TRUE",NA,"TRUE",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","",NA,NA,NA,"TRUE","","3",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"9:0-17:0","9:0-17:0","9:0-17:0","9:0-17:0",NA,NA,"9:0-17:0",1094,0
"26",165265,"Shanghai Palace Restaurant","Calgary","AB","T3K 4W7",51.13820743,-114.1574764,0,"Chinese, Restaurants","1","u'average'","TRUE",NA,"u'full_bar'",NA,"'free'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","TRUE","FALSE","FALSE","TRUE","1","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0","11:0-22:0",1169,0
"27",115622,"Second Cup","Calgary","AB","T3G 5T4",51.15056057,-114.2132663,0,"Food, Desserts, Coffee & Tea","",NA,NA,NA,NA,NA,"u'free'","TRUE",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","",NA,"TRUE",NA,"FALSE","","1",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"6:30-21:0","6:30-21:0","6:30-21:0","6:30-18:0","7:0-18:0","7:0-18:0","6:30-21:0",1192,0
"28",9957,"Madras Cafe","Calgary","AB","T2A 5H8",51.05262072,-113.9561313,1,"Indian, Vegetarian, Restaurants","1","u'quiet'","FALSE","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}","u'none'","TRUE","u'free'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","TRUE","FALSE","TRUE","TRUE","1","1","u'casual'",NA,NA,"",NA,NA,"","",NA,"","0",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"13:0-22:0","13:0-22:0","13:0-22:0","11:30-22:0","11:30-21:0","13:0-22:0",1211,0
"29",91681,"Molson Brewhouse","Calgary","AB","T2E 6W5",51.1212227,-114.0076805,1,"Food, Breweries","",NA,NA,NA,NA,"FALSE",NA,"TRUE",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","",NA,NA,NA,"FALSE","","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1253,0
"30",45306,"National on 17th","Calgary","AB","T2S 0B1",51.03799954,-114.0740185,1,"Pubs, Restaurants, Canadian (New), Bars, Nightlife","0","u'loud'","FALSE",NA,"u'full_bar'","FALSE","'free'","FALSE","TRUE","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","TRUE","TRUE","TRUE","TRUE","0","2","'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-23:0","11:0-0:0","11:0-1:0","11:0-2:0","11:0-2:0","11:0-23:0","11:0-23:0",1319,0
"31",18567,"Pizza Hut","Calgary","AB","T2A 0V1",51.0386268,-113.9667961,1,"Pizza, Chicken Wings, Restaurants, Italian","1","u'quiet'","TRUE",NA,"u'beer_and_wine'","FALSE","u'no'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","TRUE","FALSE","FALSE","FALSE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-22:0","11:0-22:0",1327,0
"32",166237,"Burger 320","Calgary","AB","T2N 1V3",51.0529742,-114.0856596,1,"Restaurants, Burgers","1","u'average'","FALSE","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","u'beer_and_wine'",NA,"u'no'","TRUE","TRUE","{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","0","TRUE","FALSE","FALSE","TRUE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"0",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1355,0
"33",10584,"Ricky's All Day Grill","Calgary","AB","T2J",50.9455365,-114.0698417,1,"American (New), Restaurants, Canadian (New), Food, Diners","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TRUE",NA,NA,NA,"","",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","8:0-20:0","7:0-21:0",1370,0
"34",153943,"Stavro's Sports Bar","Calgary","AB","T2K 1A3",51.0876665,-114.0716434,1,"Bars, Restaurants, Nightlife, Sports Bars, Pizza","0","u'loud'","TRUE",NA,"u'full_bar'","FALSE","u'free'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","TRUE","FALSE","TRUE","TRUE","1","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"11:0-22:0","11:0-0:0","10:0-0:0","11:0-1:0","11:0-1:0","11:0-22:0","11:0-23:0",1440,0
"35",192567,"Starbucks","Calgary","AB","T2J 3V1",50.953157,-114.065286,1,"Food, Coffee & Tea","",NA,NA,NA,NA,"TRUE","u'free'","TRUE",NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","",NA,"TRUE",NA,"TRUE","","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"6:30-21:30","6:30-21:30","6:30-21:30","6:30-21:30","7:30-20:30","7:30-18:30","6:30-21:30",1464,1
"36",143717,"Delightful Cafe","Calgary","AB","T2G 0S9",51.041804,-114.0360541,1,"Food, Coffee & Tea, Vietnamese, Restaurants, Donuts, Breakfast & Brunch","1",NA,NA,NA,"'none'",NA,"'free'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"","TRUE","FALSE","FALSE","TRUE","","2","'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","9:0-20:0",NA,"8:0-20:0",1664,0
"37",156891,"Hillhurst Sunnyside Farmer's Market","Calgary","AB","T2N 0S2",51.0571301,-114.0917614,1,"Farmers Market, Food","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","",NA,NA,NA,"TRUE","","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1698,0
"38",101667,"Denny's","Calgary","AB","T2H 0B8",50.98254118,-114.0450463,1,"Breakfast & Brunch, American (Traditional), Restaurants, Diners","1","u'average'","FALSE",NA,"u'beer_and_wine'","FALSE","'free'","TRUE",NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","TRUE","FALSE","TRUE","TRUE","0","2","u'casual'",NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",1772,0
"39",75151,"Mojomonk Coffee House","Calgary","AB","T2P 0S5",51.0479889,-114.0742416,0,"Coffee & Tea, Food","",NA,NA,NA,NA,NA,"u'free'",NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","",NA,"TRUE",NA,NA,"","2",NA,NA,NA,"",NA,NA,"","",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1813,1
